source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[genotype]	characteristics[sampling time]	characteristics[duration]	characteristics[material type]	characteristics[sample type]	characteristics[cell fraction]	characteristics[enrichment process]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[sample preparation batch]	comment[acquisition date]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[sampling time]	factor value[genotype]	factor value[cell fraction]	factor value[duration]
PXD001364_AgProp.Insoluble2_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Pellet2-Fr05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	5	AggPropensity	2012-02-03	1	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Pellet2-Fr05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_AgProp.Soluble2	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	N2	wild type	12 day	not applicable	whole organism	study sample	soluble fraction	not applicable	not pooled	2	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	AggPropensity	2012-02-03	1	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	12 day	wild type	soluble fraction	not applicable
PXD001364_AgProp.Soluble2_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	AggPropensity	2012-02-03	1	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_AgProp.Soluble2	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	N2	wild type	12 day	not applicable	whole organism	study sample	soluble fraction	not applicable	not pooled	2	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2	AggPropensity	2012-02-03	1	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	12 day	wild type	soluble fraction	not applicable
PXD001364_AgProp.Soluble2_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2	AggPropensity	2012-02-03	1	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_AgProp.Soluble2	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	N2	wild type	12 day	not applicable	whole organism	study sample	soluble fraction	not applicable	not pooled	2	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	3	AggPropensity	2012-02-03	1	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	12 day	wild type	soluble fraction	not applicable
PXD001364_AgProp.Soluble2_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	3	AggPropensity	2012-02-03	1	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_AgProp.Soluble2	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	N2	wild type	12 day	not applicable	whole organism	study sample	soluble fraction	not applicable	not pooled	2	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	4	AggPropensity	2012-02-03	1	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	12 day	wild type	soluble fraction	not applicable
PXD001364_AgProp.Soluble2_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	4	AggPropensity	2012-02-03	1	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_AgProp.Soluble2	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	N2	wild type	12 day	not applicable	whole organism	study sample	soluble fraction	not applicable	not pooled	2	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr05_	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	5	AggPropensity	2012-02-03	1	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr05_.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	12 day	wild type	soluble fraction	not applicable
PXD001364_AgProp.Soluble2_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr05_	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	5	AggPropensity	2012-02-03	1	20120203_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Sup2-Fr05_.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_AgProp.Total3	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	N2	wild type	12 day	not applicable	whole organism	study sample	total cell lysate	not applicable	not pooled	8	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	AggPropensity	2012-02-07	1	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	12 day	wild type	total cell lysate	not applicable
PXD001364_AgProp.Total3_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	AggPropensity	2012-02-07	1	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_AgProp.Total3	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	N2	wild type	12 day	not applicable	whole organism	study sample	total cell lysate	not applicable	not pooled	8	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2	AggPropensity	2012-02-07	1	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	12 day	wild type	total cell lysate	not applicable
PXD001364_AgProp.Total3_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2	AggPropensity	2012-02-07	1	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_AgProp.Total3	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	N2	wild type	12 day	not applicable	whole organism	study sample	total cell lysate	not applicable	not pooled	8	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	3	AggPropensity	2012-02-07	1	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	12 day	wild type	total cell lysate	not applicable
PXD001364_AgProp.Total3_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	3	AggPropensity	2012-02-07	1	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_AgProp.Total3	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	N2	wild type	12 day	not applicable	whole organism	study sample	total cell lysate	not applicable	not pooled	8	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	4	AggPropensity	2012-02-07	1	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	12 day	wild type	total cell lysate	not applicable
PXD001364_AgProp.Total3_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	4	AggPropensity	2012-02-07	1	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_AgProp.Total3	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	N2	wild type	12 day	not applicable	whole organism	study sample	total cell lysate	not applicable	not pooled	8	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	5	AggPropensity	2012-02-07	1	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	12 day	wild type	total cell lysate	not applicable
PXD001364_AgProp.Total3_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	5	AggPropensity	2012-02-07	1	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Input3-Fr05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_AgProp.Insoluble3	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	N2	wild type	12 day	not applicable	whole organism	study sample	insoluble fraction	sample enrichment	not pooled	7	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Pellet3-Fr01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	orbitrap	300m/z-1650m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	AggPropensity	2012-02-07	1	20120207_Elite1_DiWa_SA_Celegans_AggAbundanceEstim_Pellet3-Fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	12 day	wild type	insoluble fraction	not applicable
