source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[treatment]	characteristics[sampling time]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms1 scan range]	comment[ms2 mass analyzer]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[elution conditions]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell type]	factor value[treatment]
Th2_steady-state_cellular_04	Homo sapiens	blood	T-helper 2 cell	normal	cell	adult	not available	not available	not available	not available	untreated	not applicable	4	Th2_04steady-state	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	1	Th2_04steady-state.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	T-helper 2 cell	untreated
Thrombocyte_steady-state_cellular_01	Homo sapiens	blood	platelet	normal	cell	adult	not available	not available	not available	not available	untreated	not applicable	1	Thrombocyte_01steady-state	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	1	Thrombocyte_01steady-state.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	platelet	untreated
Thrombocyte_steady-state_cellular_01	Homo sapiens	blood	platelet	normal	cell	adult	not available	not available	not available	not available	untreated	not applicable	1	Library_single.shot_66steady-state	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	2	Library_single.shot_66steady-state.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	platelet	untreated
Thrombocyte_steady-state_cellular_02	Homo sapiens	blood	platelet	normal	cell	adult	not available	not available	not available	not available	untreated	not applicable	2	Thrombocyte_02steady-state	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	1	Thrombocyte_02steady-state.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	platelet	untreated
Thrombocyte_steady-state_cellular_03	Homo sapiens	blood	platelet	normal	cell	adult	not available	not available	not available	not available	untreated	not applicable	3	Thrombocyte_03steady-state	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	1	Thrombocyte_03steady-state.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	platelet	untreated
Thrombocyte_steady-state_cellular_04	Homo sapiens	blood	platelet	normal	cell	adult	not available	not available	not available	not available	untreated	not applicable	4	Thrombocyte_04steady-state	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	1	Thrombocyte_04steady-state.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	platelet	untreated
mDC_LPS.R848_cellular_01	Homo sapiens	blood	CD1c-positive myeloid dendritic cell	normal	cell	adult	not available	not available	not available	not available	lipopolysaccharide and resiquimod	12 hour	1	mDC_01activated	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	1	mDC_01activated.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD1c-positive myeloid dendritic cell	lipopolysaccharide and resiquimod
mDC_LPS.R848_cellular_02	Homo sapiens	blood	CD1c-positive myeloid dendritic cell	normal	cell	adult	not available	not available	not available	not available	lipopolysaccharide and resiquimod	12 hour	2	mDC_02activated	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	1	mDC_02activated.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD1c-positive myeloid dendritic cell	lipopolysaccharide and resiquimod
mDC_LPS.R848_cellular_03	Homo sapiens	blood	CD1c-positive myeloid dendritic cell	normal	cell	adult	not available	not available	not available	not available	lipopolysaccharide and resiquimod	12 hour	3	mDC_03activated	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	1	mDC_03activated.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD1c-positive myeloid dendritic cell	lipopolysaccharide and resiquimod
mDC_LPS.R848_cellular_04	Homo sapiens	blood	CD1c-positive myeloid dendritic cell	normal	cell	adult	not available	not available	not available	not available	lipopolysaccharide and resiquimod	12 hour	4	mDC_04activated	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	1	mDC_04activated.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD1c-positive myeloid dendritic cell	lipopolysaccharide and resiquimod
mDC_LPS.R848_secretome_01	Homo sapiens	blood	CD1c-positive myeloid dendritic cell	normal	not applicable	adult	not available	not available	not available	not available	lipopolysaccharide and resiquimod	12 hour	1	20150112_EXQ00_JaRi_SA_Sups_mDC_p_01	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150112_EXQ00_JaRi_SA_Sups_mDC_p_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD1c-positive myeloid dendritic cell	lipopolysaccharide and resiquimod
mDC_LPS.R848_secretome_02	Homo sapiens	blood	CD1c-positive myeloid dendritic cell	normal	not applicable	adult	not available	not available	not available	not available	lipopolysaccharide and resiquimod	12 hour	2	20150112_EXQ00_JaRi_SA_Sups_mDC_p_02	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150112_EXQ00_JaRi_SA_Sups_mDC_p_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD1c-positive myeloid dendritic cell	lipopolysaccharide and resiquimod
mDC_LPS.R848_secretome_03	Homo sapiens	blood	CD1c-positive myeloid dendritic cell	normal	not applicable	adult	not available	not available	not available	not available	lipopolysaccharide and resiquimod	12 hour	3	20150112_EXQ00_JaRi_SA_Sups_mDC_p_03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150112_EXQ00_JaRi_SA_Sups_mDC_p_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD1c-positive myeloid dendritic cell	lipopolysaccharide and resiquimod
mDC_LPS.R848_secretome_04	Homo sapiens	blood	CD1c-positive myeloid dendritic cell	normal	not applicable	adult	not available	not available	not available	not available	lipopolysaccharide and resiquimod	12 hour	4	20150112_EXQ00_JaRi_SA_Sups_mDC_p_04	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150112_EXQ00_JaRi_SA_Sups_mDC_p_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD1c-positive myeloid dendritic cell	lipopolysaccharide and resiquimod
mDC_LPS_secretome_01	Homo sapiens	blood	CD1c-positive myeloid dendritic cell	normal	not applicable	adult	not available	not available	not available	not available	Lipopolysaccharide	12 hour	1	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_01	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD1c-positive myeloid dendritic cell	Lipopolysaccharide
mDC_LPS_secretome_02	Homo sapiens	blood	CD1c-positive myeloid dendritic cell	normal	not applicable	adult	not available	not available	not available	not available	Lipopolysaccharide	12 hour	2	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_02	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD1c-positive myeloid dendritic cell	Lipopolysaccharide
mDC_LPS_secretome_03	Homo sapiens	blood	CD1c-positive myeloid dendritic cell	normal	not applicable	adult	not available	not available	not available	not available	Lipopolysaccharide	12 hour	3	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD1c-positive myeloid dendritic cell	Lipopolysaccharide
mDC_LTA_secretome_01	Homo sapiens	blood	CD1c-positive myeloid dendritic cell	normal	not applicable	adult	not available	not available	not available	not available	Lipoteichoic Acid	12 hour	1	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_01	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD1c-positive myeloid dendritic cell	Lipoteichoic Acid
mDC_LTA_secretome_02	Homo sapiens	blood	CD1c-positive myeloid dendritic cell	normal	not applicable	adult	not available	not available	not available	not available	Lipoteichoic Acid	12 hour	2	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_02	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD1c-positive myeloid dendritic cell	Lipoteichoic Acid
mDC_LTA_secretome_03	Homo sapiens	blood	CD1c-positive myeloid dendritic cell	normal	not applicable	adult	not available	not available	not available	not available	Lipoteichoic Acid	12 hour	3	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD1c-positive myeloid dendritic cell	Lipoteichoic Acid
mDC_PIC_secretome_01	Homo sapiens	blood	CD1c-positive myeloid dendritic cell	normal	not applicable	adult	not available	not available	not available	not available	Poly IC	12 hour	1	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_PIC_01	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_PIC_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD1c-positive myeloid dendritic cell	Poly IC
